Gene_ID	GeneSymbol	Transcript_ID
ENSG00000260743	ENSG00000260743	ENST00000569932
ENSG00000171109	MFN1	ENST00000471841
ENSG00000289574	ENSG00000289574	ENST00000686574
ENSG00000114450	GNB4	ENST00000232564
ENSG00000242539	ENSG00000242539	ENST00000600539
ENSG00000272699	ENSG00000272699	ENST00000608131
ENSG00000239255	ENSG00000239255	ENST00000473810
ENSG00000181260	MTHFD2P7	ENST00000483867
ENSG00000136518	ACTL6A	ENST00000429709
ENSG00000272910	ENSG00000272910	ENST00000608818
ENSG00000272660	ENSG00000272660	ENST00000610007
ENSG00000136522	MRPL47	ENST00000476781
ENSG00000136521	NDUFB5	ENST00000259037
ENSG00000288698	ENSG00000288698	ENST00000680408
ENSG00000239096	ENSG00000239096	ENST00000459278
ENSG00000243977	H3P13	ENST00000496255
ENSG00000058056	USP13	ENST00000263966
ENSG00000114757	PEX5L	ENST00000467460
ENSG00000243799	PEX5L-AS1	ENST00000466064
ENSG00000244302	PEX5L-AS2	ENST00000462801
ENSG00000287645	ENSG00000287645	ENST00000667923
ENSG00000201822	RNA5SP149	ENST00000364952
ENSG00000282327	ENSG00000282327	ENST00000633048
ENSG00000213158	GAPDHP36	ENST00000480688
ENSG00000239880	RALBP1P1	ENST00000493579
ENSG00000241696	LINC02053	ENST00000654328
ENSG00000201810	U8	ENST00000364940
ENSG00000239774	ENSG00000239774	ENST00000472596
ENSG00000199986	RNU6-486P	ENST00000363116
ENSG00000241946	ENSG00000241946	ENST00000465165
ENSG00000163728	TTC14	ENST00000296015
ENSG00000284862	CCDC39	ENST00000476379
ENSG00000145075	CCDC39	ENST00000471307
ENSG00000243187	CCDC39-AS1	ENST00000495357
ENSG00000285336	ENSG00000285336	ENST00000495817
ENSG00000242811	RN7SL229P	ENST00000495651
ENSG00000242068	ENSG00000242068	ENST00000481241
ENSG00000241473	ENSG00000241473	ENST00000420887
ENSG00000239516	FLYWCH1P1	ENST00000460917
ENSG00000114416	FXR1	ENST00000357559
ENSG00000213157	RPL32P10	ENST00000439549
ENSG00000205981	DNAJC19	ENST00000382564
ENSG00000242808	SOX2-OT	ENST00000626948
ENSG00000242140	ENSG00000242140	ENST00000487828
ENSG00000206932	RNU6-4P	ENST00000384205
ENSG00000237806	FAUP2	ENST00000394301
ENSG00000241231	ENSG00000241231	ENST00000663941
ENSG00000235294	RPL7AP25	ENST00000423357
ENSG00000239381	ENSG00000239381	ENST00000636224
ENSG00000276074	ENSG00000276074	ENST00000614902
ENSG00000276690	ENSG00000276690	ENST00000410534
ENSG00000289435	ENSG00000289435	ENST00000688048
ENSG00000181449	SOX2	ENST00000325404
ENSG00000278026	ENSG00000278026	ENST00000610449
ENSG00000266317	RN7SL703P	ENST00000578485
ENSG00000199839	RNA5SP150	ENST00000362969
ENSG00000239805	ENSG00000239805	ENST00000468802
ENSG00000213155	ENSG00000213155	ENST00000462177
ENSG00000242512	LINC01206	ENST00000666871
ENSG00000252257	RN7SKP265	ENST00000516448
ENSG00000286453	ENSG00000286453	ENST00000655812
ENSG00000240478	ENSG00000240478	ENST00000462382
ENSG00000287605	ENSG00000287605	ENST00000669633
ENSG00000242012	ENSG00000242012	ENST00000473893
ENSG00000241098	LINC01994	ENST00000496220
ENSG00000244199	EIF4EP3	ENST00000498782
ENSG00000244247	LINC01995	ENST00000662733
ENSG00000287941	ENSG00000287941	ENST00000661576
ENSG00000228766	RPL7L1P8	ENST00000469911
ENSG00000238837	LINC02031	ENST00000492416
ENSG00000243378	ENSG00000243378	ENST00000491689
ENSG00000260377	ENSG00000260377	ENST00000565024
ENSG00000240063	ENSG00000240063	ENST00000488882
ENSG00000058063	ATP11B	ENST00000323116
ENSG00000270554	ENSG00000270554	ENST00000604149
ENSG00000273261	ENSG00000273261	ENST00000608000
ENSG00000043093	DCUN1D1	ENST00000292782
ENSG00000244346	ENSG00000244346	ENST00000460975
ENSG00000078070	MCCC1	ENST00000265594
ENSG00000243368	MCCC1-AS1	ENST00000471731
ENSG00000078081	LAMP3	ENST00000265598
ENSG00000053524	MCF2L2	ENST00000328913
ENSG00000176597	B3GNT5	ENST00000326505
ENSG00000202502	RNA5SP151	ENST00000365632
ENSG00000240024	LINC00888	ENST00000487386
ENSG00000201229	SNORA63D	ENST00000364359
ENSG00000253092	ENSG00000253092	ENST00000517283
ENSG00000199363	SNORA63E	ENST00000362493
ENSG00000251730	ENSG00000251730	ENST00000515921
ENSG00000271682	ENSG00000271682	ENST00000604762
ENSG00000172578	KLHL6	ENST00000341319
ENSG00000242522	KLHL6-AS1	ENST00000491676
ENSG00000243584	ENSG00000243584	ENST00000474767
ENSG00000114796	KLHL24	ENST00000242810
ENSG00000163872	YEATS2	ENST00000305135
ENSG00000233885	YEATS2-AS1	ENST00000425008
ENSG00000283765	ENSG00000283765	ENST00000639401
ENSG00000180834	MAP6D1	ENST00000318631
ENSG00000175193	PARL	ENST00000317096
ENSG00000234371	RPSAP31	ENST00000416648
ENSG00000263932	MIR4448	ENST00000584360
ENSG00000233441	CYP2AB1P	ENST00000454440
ENSG00000114770	ABCC5	ENST00000334444
ENSG00000223882	ABCC5-AS1	ENST00000422946
ENSG00000223529	EEF1A1P8	ENST00000419025
ENSG00000186090	HTR3D	ENST00000428798
ENSG00000178084	HTR3C	ENST00000318351
ENSG00000233576	HTR3C2P	ENST00000445553
ENSG00000207351	Y_RNA	ENST00000384621
ENSG00000238020	HTR3E-AS1	ENST00000431427
ENSG00000186038	HTR3E	ENST00000415389
ENSG00000205955	HSP90AA5P	ENST00000438353
ENSG00000273181	ENSG00000273181	ENST00000609288
ENSG00000272721	EIF2B5-DT	ENST00000608135
ENSG00000145191	EIF2B5	ENST00000648915
ENSG00000228205	ENSG00000228205	ENST00000433853
ENSG00000161202	DVL3	ENST00000313143
ENSG00000161203	AP2M1	ENST00000292807
ENSG00000161204	ABCF3	ENST00000429586
ENSG00000145198	VWA5B2	ENST00000691901
ENSG00000221120	MIR1224	ENST00000408193
ENSG00000214160	ALG3	ENST00000397676
ENSG00000284753	EEF1AKMT4	ENST00000324557
ENSG00000284917	EEF1AKMT4-ECE2	ENST00000402825
ENSG00000163888	CAMK2N2	ENST00000296238
ENSG00000145194	ECE2	ENST00000404464
ENSG00000175166	PSMD2	ENST00000310118
ENSG00000114867	EIF4G1	ENST00000346169
ENSG00000212158	SNORD66	ENST00000390856
ENSG00000175182	FAM131A	ENST00000383847
ENSG00000114859	CLCN2	ENST00000265593
ENSG00000163882	POLR2H	ENST00000456318
ENSG00000090534	THPO	ENST00000647395
ENSG00000289500	ENSG00000289500	ENST00000691896
ENSG00000090539	CHRD	ENST00000204604
ENSG00000224153	LINC02054	ENST00000643190
ENSG00000283625	ENSG00000283625	ENST00000637035
ENSG00000227509	LINC01839	ENST00000451348
ENSG00000230215	LINC01840	ENST00000421870
ENSG00000182580	EPHB3	ENST00000330394
ENSG00000177383	MAGEF1	ENST00000317897
ENSG00000272970	ENSG00000272970	ENST00000693086
ENSG00000229433	LINC02069	ENST00000657359
ENSG00000273403	ENSG00000273403	ENST00000609211
ENSG00000272922	ENSG00000272922	ENST00000609524
ENSG00000288576	ENSG00000288576	ENST00000661124
ENSG00000156931	VPS8	ENST00000625842
ENSG00000187068	C3orf70	ENST00000335012
ENSG00000223358	EHHADH-AS1	ENST00000417720
ENSG00000113790	EHHADH	ENST00000231887
ENSG00000229704	EIF2S2P2	ENST00000447161
ENSG00000264614	MIR5588	ENST00000581890
ENSG00000073803	MAP3K13	ENST00000265026
ENSG00000229638	RPL4P4	ENST00000422486
ENSG00000163900	TMEM41A	ENST00000421852
ENSG00000286086	ENSG00000286086	ENST00000651456
ENSG00000163898	LIPH	ENST00000296252
ENSG00000163904	SENP2	ENST00000296257
ENSG00000236489	ENSG00000236489	ENST00000455173
ENSG00000073792	IGF2BP2	ENST00000382199
ENSG00000163915	IGF2BP2-AS1	ENST00000456447
ENSG00000265470	MIR548AQ	ENST00000580207
ENSG00000136527	TRA2B	ENST00000453386
ENSG00000171658	NMRAL2P	ENST00000306399
ENSG00000244405	ETV5	ENST00000306376
ENSG00000277118	Metazoa_SRP	ENST00000619409
ENSG00000234197	ETV5-AS1	ENST00000453370
ENSG00000058866	DGKG	ENST00000265022
ENSG00000234548	LINC02020	ENST00000659303
ENSG00000224406	LINC02052	ENST00000427914
ENSG00000226859	LINC02051	ENST00000456535
ENSG00000213139	CRYGS	ENST00000307944
ENSG00000113838	TBCCD1	ENST00000338733
ENSG00000090520	DNAJB11	ENST00000265028
ENSG00000197099	ENSG00000197099	ENST00000630178
ENSG00000283149	ENSG00000283149	ENST00000418776
ENSG00000283390	ENSG00000283390	ENST00000538831
ENSG00000145192	AHSG	ENST00000411641
ENSG00000275696	Metazoa_SRP	ENST00000622525
ENSG00000090512	FETUB	ENST00000265029
ENSG00000113905	HRG	ENST00000232003
ENSG00000225175	ENSG00000225175	ENST00000451768
ENSG00000226724	ENSG00000226724	ENST00000413467
ENSG00000113889	KNG1	ENST00000644859
ENSG00000226652	PSMD10P2	ENST00000432890
ENSG00000207505	RNU6-1105P	ENST00000384774
ENSG00000230951	GPS2P2	ENST00000430745
ENSG00000263826	ENSG00000263826	ENST00000577781
ENSG00000156976	EIF4A2	ENST00000323963
ENSG00000238942	SNORD2	ENST00000459163
ENSG00000200418	SNORA63B	ENST00000363548
ENSG00000283958	MIR1248	ENST00000629190
ENSG00000221420	SNORA81	ENST00000408493
ENSG00000200320	SNORA63	ENST00000363450
ENSG00000263776	SNORA4	ENST00000584302
ENSG00000163918	RFC4	ENST00000296273
ENSG00000231724	ENSG00000231724	ENST00000434957
ENSG00000232233	LINC02043	ENST00000419745
ENSG00000231982	ENSG00000231982	ENST00000448639
ENSG00000181092	ADIPOQ	ENST00000320741
ENSG00000226482	ADIPOQ-AS1	ENST00000422718
ENSG00000223803	RPS20P14	ENST00000412545
ENSG00000233565	ENSG00000233565	ENST00000451924
ENSG00000073849	ST6GAL1	ENST00000169298
ENSG00000163923	RPL39L	ENST00000296277
ENSG00000198491	ENSG00000198491	ENST00000356133
ENSG00000175077	RTP1	ENST00000312295
ENSG00000127241	MASP1	ENST00000296280
ENSG00000283175	ENSG00000283175	ENST00000636210
ENSG00000136514	RTP4	ENST00000259030
ENSG00000280270	ENSG00000280270	ENST00000624716
ENSG00000239093	ENSG00000239093	ENST00000459452
ENSG00000228952	LINC02041	ENST00000440726
ENSG00000157005	SST	ENST00000287641
ENSG00000198471	RTP2	ENST00000358241
ENSG00000228804	ENSG00000228804	ENST00000449623
ENSG00000113916	BCL6	ENST00000406870
ENSG00000285938	ENSG00000285938	ENST00000648485
ENSG00000289331	ENSG00000289331	ENST00000691617
ENSG00000224049	ENSG00000224049	ENST00000433178
ENSG00000236864	ENSG00000236864	ENST00000413056
ENSG00000224187	LINC01991	ENST00000446091
ENSG00000225058	ENSG00000225058	ENST00000415940
ENSG00000236412	ENSG00000236412	ENST00000444379
ENSG00000234238	ENSG00000234238	ENST00000664181
ENSG00000270959	LPP-AS2	ENST00000605573
ENSG00000145012	LPP	ENST00000617246
ENSG00000279891	FLJ42393	ENST00000623801
ENSG00000288794	ENSG00000288794	ENST00000692151
ENSG00000224563	LPP-AS1	ENST00000434996
ENSG00000207651	MIR28	ENST00000384918
ENSG00000234076	TPRG1-AS1	ENST00000444488
ENSG00000188001	TPRG1	ENST00000345063
ENSG00000236182	ENSG00000236182	ENST00000411493
ENSG00000230115	TPRG1-AS2	ENST00000425454
ENSG00000073282	TP63	ENST00000264731
ENSG00000227971	ENSG00000227971	ENST00000427601
ENSG00000216058	MIR944	ENST00000401239
ENSG00000090530	P3H2	ENST00000319332
ENSG00000230077	MTAPP2	ENST00000437063
ENSG00000225764	P3H2-AS1	ENST00000691942
ENSG00000212489	RNU6-1109P	ENST00000391187
ENSG00000238077	NMNAT1P3	ENST00000457517
ENSG00000163347	CLDN1	ENST00000295522
ENSG00000113946	CLDN16	ENST00000264734
ENSG00000198398	TMEM207	ENST00000354905
ENSG00000196083	IL1RAP	ENST00000447382
ENSG00000231047	GCNT1P3	ENST00000450607
ENSG00000223117	RN7SKP296	ENST00000411185
ENSG00000273370	ENSG00000273370	ENST00000609508
ENSG00000228730	LINC02013	ENST00000658848
ENSG00000232610	CCT6P4	ENST00000430443
ENSG00000214147	ENSG00000214147	ENST00000397646
ENSG00000205835	GMNC	ENST00000442080
ENSG00000188729	OSTN	ENST00000682035
ENSG00000233308	OSTN-AS1	ENST00000430375
ENSG00000188958	UTS2B	ENST00000340524
ENSG00000152492	CCDC50	ENST00000392455
ENSG00000223812	ENSG00000223812	ENST00000641158
ENSG00000253548	PYDC2	ENST00000518817
ENSG00000201860	Y_RNA	ENST00000364990
ENSG00000237653	ENSG00000237653	ENST00000434379
ENSG00000232353	ENSG00000232353	ENST00000444729
ENSG00000287178	ENSG00000287178	ENST00000653109
ENSG00000222583	RN7SKP222	ENST00000410651
ENSG00000114279	FGF12	ENST00000445105
ENSG00000231383	FGF12-AS1	ENST00000414920
ENSG00000230126	FGF12-AS2	ENST00000443165
ENSG00000226709	FGF12-AS3	ENST00000452848
ENSG00000238902	ENSG00000238902	ENST00000459180
ENSG00000289165	ENSG00000289165	ENST00000690658
ENSG00000200184	RNU1-20P	ENST00000363314
ENSG00000180611	MB21D2	ENST00000392452
ENSG00000232130	ENSG00000232130	ENST00000414895
ENSG00000236229	VEZF1P1	ENST00000423931
ENSG00000127252	PLAAT1	ENST00000264735
ENSG00000187527	ATP13A5	ENST00000342358
ENSG00000236508	ATP13A5-AS1	ENST00000414634
ENSG00000127249	ATP13A4	ENST00000342695
ENSG00000225473	ATP13A4-AS1	ENST00000431512
ENSG00000236297	ENSG00000236297	ENST00000420064
ENSG00000198836	OPA1	ENST00000361510
ENSG00000224855	OPA1-AS1	ENST00000444085
ENSG00000207370	Y_RNA	ENST00000384640
ENSG00000243991	RN7SL447P	ENST00000494711
ENSG00000223986	ENSG00000223986	ENST00000447462
ENSG00000286624	ENSG00000286624	ENST00000666648
ENSG00000287206	ENSG00000287206	ENST00000664530
ENSG00000229155	LINC02038	ENST00000439074
ENSG00000214146	LINC02026	ENST00000397645
ENSG00000238043	ENSG00000238043	ENST00000426616
ENSG00000224403	DPPA2P3	ENST00000411853
ENSG00000230102	LINC02028	ENST00000458224
ENSG00000276407	ENSG00000276407	ENST00000655827
ENSG00000229964	ENSG00000229964	ENST00000457815
ENSG00000232874	ENSG00000232874	ENST00000418353
ENSG00000289385	ENSG00000289385	ENST00000691464
ENSG00000114315	HES1	ENST00000232424
ENSG00000242201	RN7SL215P	ENST00000487718
ENSG00000225742	LINC02036	ENST00000667386
ENSG00000238097	LINC02037	ENST00000669096
ENSG00000228271	LINC02048	ENST00000440556
ENSG00000214145	LINC00887	ENST00000670716
ENSG00000286317	ENSG00000286317	ENST00000658886
ENSG00000178772	CPN2	ENST00000323830
ENSG00000172061	LRRC15	ENST00000347624
ENSG00000178732	GP5	ENST00000692618
ENSG00000133657	ATP13A3	ENST00000645319
ENSG00000271483	ENSG00000271483	ENST00000605225
ENSG00000233058	LINC00884	ENST00000662856
ENSG00000244675	ENSG00000244675	ENST00000455557
ENSG00000252053	RNU6-1101P	ENST00000516244
ENSG00000232873	RPL23AP93	ENST00000440847
ENSG00000231770	TMEM44-AS1	ENST00000447982
ENSG00000288979	ENSG00000288979	ENST00000685759
ENSG00000145014	TMEM44	ENST00000347147
ENSG00000229334	ENSG00000229334	ENST00000447139
ENSG00000272707	ENSG00000272707	ENST00000609789
ENSG00000041802	LSG1	ENST00000265245
ENSG00000185112	FAM43A	ENST00000329759
ENSG00000233987	ENSG00000233987	ENST00000657492
ENSG00000287073	ENSG00000287073	ENST00000670579
ENSG00000237222	LINC01968	ENST00000667646
ENSG00000234805	ENSG00000234805	ENST00000430515
ENSG00000230401	LINC01972	ENST00000422271
ENSG00000238031	ENSG00000238031	ENST00000427064
ENSG00000173950	XXYLT1	ENST00000310380
ENSG00000233303	XXYLT1-AS1	ENST00000458531
ENSG00000265333	MIR3137	ENST00000577367
ENSG00000244314	RN7SL36P	ENST00000469345
ENSG00000230266	XXYLT1-AS2	ENST00000447975
ENSG00000206600	RNU6-25P	ENST00000383873
ENSG00000287005	ENSG00000287005	ENST00000664895
ENSG00000114331	ACAP2	ENST00000326793
ENSG00000229325	ACAP2-IT1	ENST00000419899
ENSG00000227433	ENSG00000227433	ENST00000434369
ENSG00000207368	Y_RNA	ENST00000384638
ENSG00000184203	PPP1R2	ENST00000618156
ENSG00000252620	RNU6ATAC24P	ENST00000516811
ENSG00000223711	ENSG00000223711	ENST00000417011
ENSG00000265882	RN7SL73P	ENST00000585239
ENSG00000236844	ENSG00000236844	ENST00000454858
ENSG00000236425	ENSG00000236425	ENST00000420238
ENSG00000189058	APOD	ENST00000343267
ENSG00000224769	MUC20P1	ENST00000457750
ENSG00000282206	ENSG00000282206	ENST00000633223
ENSG00000271662	ENSG00000271662	ENST00000603917
ENSG00000229178	ENSG00000229178	ENST00000423600
ENSG00000242086	MUC20-OT1	ENST00000629807
ENSG00000215837	SDHAP2	ENST00000455183
ENSG00000207650	MIR570	ENST00000384917
ENSG00000283426	SMBD1P	ENST00000637412
ENSG00000176945	MUC20	ENST00000447234
ENSG00000145113	MUC4	ENST00000463781
ENSG00000223783	LINC01983	ENST00000429834
ENSG00000235836	KIF3AP1	ENST00000454055
ENSG00000061938	TNK2	ENST00000672887
ENSG00000276489	MIR6829	ENST00000620375
ENSG00000286004	ENSG00000286004	ENST00000650913
ENSG00000224614	TNK2-AS1	ENST00000458180
ENSG00000260261	ENSG00000260261	ENST00000641191
ENSG00000239122	RNU2-11P	ENST00000459191
ENSG00000231443	ENSG00000231443	ENST00000429866
ENSG00000185485	SDHAP1	ENST00000440850
ENSG00000286168	ENSG00000286168	ENST00000669433
ENSG00000231464	ENSG00000231464	ENST00000411669
ENSG00000072274	TFRC	ENST00000360110
ENSG00000228413	ENSG00000228413	ENST00000429793
ENSG00000252174	RNU7-18P	ENST00000516365
ENSG00000289219	ENSG00000289219	ENST00000685255
ENSG00000224652	LINC00885	ENST00000659409
ENSG00000163958	ZDHHC19	ENST00000296326
ENSG00000222335	Y_RNA	ENST00000410403
ENSG00000163959	SLC51A	ENST00000296327
ENSG00000161217	PCYT1A	ENST00000431016
ENSG00000272741	ENSG00000272741	ENST00000431391
ENSG00000228028	ENSG00000228028	ENST00000425275
ENSG00000213123	DYNLT2B	ENST00000325318
ENSG00000237418	ENSG00000237418	ENST00000441819
ENSG00000273331	TM4SF19-DYNLT2B	ENST00000442633
ENSG00000235897	TM4SF19-AS1	ENST00000452051
ENSG00000145107	TM4SF19	ENST00000273695
ENSG00000212146	RNU6-910P	ENST00000390844
ENSG00000163960	UBXN7	ENST00000296328
ENSG00000206644	RNU6-1279P	ENST00000383917
ENSG00000241868	RN7SL434P	ENST00000495872
ENSG00000243339	RN7SL738P	ENST00000470264
ENSG00000226345	ENSG00000226345	ENST00000438001
ENSG00000225822	UBXN7-AS1	ENST00000442941
ENSG00000225240	ENSG00000225240	ENST00000430043
ENSG00000163961	RNF168	ENST00000318037
ENSG00000273013	ENSG00000273013	ENST00000610042
ENSG00000214097	SMCO1	ENST00000397537
ENSG00000213358	ENSG00000213358	ENST00000393644
ENSG00000225770	RPS29P3	ENST00000439929
ENSG00000185798	WDR53	ENST00000332629
ENSG00000174013	FBXO45	ENST00000311630
ENSG00000286661	ENSG00000286661	ENST00000663848
ENSG00000232065	LINC01063	ENST00000441644
ENSG00000288990	ENSG00000288990	ENST00000686261
ENSG00000174004	NRROS	ENST00000328557
ENSG00000163964	PIGX	ENST00000392391
ENSG00000174007	CEP19	ENST00000409690
ENSG00000201441	RNU6-646P	ENST00000364571
ENSG00000180370	PAK2	ENST00000327134
ENSG00000272359	RNU4-89P	ENST00000607443
ENSG00000206892	RNU6-42P	ENST00000384165
ENSG00000289446	ENSG00000289446	ENST00000692904
ENSG00000119231	SENP5	ENST00000323460
ENSG00000230732	ENSG00000230732	ENST00000432047
ENSG00000114503	NCBP2	ENST00000321256
ENSG00000225578	NCBP2-AS1	ENST00000447775
ENSG00000270170	NCBP2AS2	ENST00000602845
ENSG00000119227	PIGZ	ENST00000412723
ENSG00000286017	ENSG00000286017	ENST00000650936
ENSG00000163975	MELTF	ENST00000296350
ENSG00000233487	RPSAP69	ENST00000456555
ENSG00000228109	MELTF-AS1	ENST00000424769
ENSG00000075711	DLG1	ENST00000667157
ENSG00000289396	ENSG00000289396	ENST00000689524
ENSG00000265850	MIR4797	ENST00000577559
ENSG00000227375	DLG1-AS1	ENST00000430666
ENSG00000286870	ENSG00000286870	ENST00000669801
ENSG00000235126	ENSG00000235126	ENST00000438408
ENSG00000229912	ENSG00000229912	ENST00000445908
ENSG00000237167	ENSG00000237167	ENST00000420213
ENSG00000272989	LINC02012	ENST00000608206
ENSG00000161267	BDH1	ENST00000392379
ENSG00000214135	ENSG00000214135	ENST00000454517
ENSG00000213519	ENSG00000213519	ENST00000394682
ENSG00000249626	ENSG00000249626	ENST00000507981
ENSG00000273308	ENSG00000273308	ENST00000608482
ENSG00000286909	ENSG00000286909	ENST00000667447
ENSG00000236833	ENSG00000236833	ENST00000424493
ENSG00000287286	ENSG00000287286	ENST00000663117
ENSG00000145016	RUBCN	ENST00000296343
ENSG00000284146	MIR922	ENST00000401223
ENSG00000122068	FYTTD1	ENST00000241502
ENSG00000273375	ENSG00000273375	ENST00000610089
ENSG00000186001	LRCH3	ENST00000425562
ENSG00000234136	ENSG00000234136	ENST00000454526
ENSG00000234742	ENSG00000234742	ENST00000452862
ENSG00000114473	IQCG	ENST00000265239
ENSG00000199306	RNU6-858P	ENST00000362436
ENSG00000182899	RPL35A	ENST00000647248
ENSG00000185621	LMLN	ENST00000330198
ENSG00000201622	RNU6-621P	ENST00000364752
ENSG00000286755	ENSG00000286755	ENST00000656182
ENSG00000232832	LMLN-AS1	ENST00000423460
ENSG00000226435	ANKRD18DP	ENST00000455355
ENSG00000212297	RNU6-821P	ENST00000390995
ENSG00000232783	FRG2FP	ENST00000453982
ENSG00000213113	TUBB8P8	ENST00000458717
ENSG00000236246	ENSG00000236246	ENST00000451150
ENSG00000236438	FAM157A	ENST00000615155
ENSG00000222792	RNU6-860P	ENST00000410860
ENSG00000230304	CICP6	ENST00000457191
ENSG00000226008	SEPTIN14P3	ENST00000439401
ENSG00000248302	BNIP3P41	ENST00000503774
ENSG00000272602	ZNF595	ENST00000610261
ENSG00000289361	ENSG00000289361	ENST00000688555
ENSG00000250238	ENSG00000250238	ENST00000511645
ENSG00000250312	ZNF718	ENST00000510175
ENSG00000275426	ENSG00000275426	ENST00000618815
ENSG00000250892	ENSG00000250892	ENST00000507880
ENSG00000198155	ZNF876P	ENST00000398732
ENSG00000251188	ENSG00000251188	ENST00000511111
ENSG00000251689	ENSG00000251689	ENST00000507882
ENSG00000186777	ZNF732	ENST00000419098
ENSG00000286705	ENSG00000286705	ENST00000653800
ENSG00000251535	ENSG00000251535	ENST00000507448
ENSG00000131127	ZNF141	ENST00000240499
ENSG00000248564	ENSG00000248564	ENST00000508039
ENSG00000250321	ENSG00000250321	ENST00000506193
ENSG00000207642	MIR571	ENST00000384910
ENSG00000281016	ENSG00000281016	ENST00000631198
ENSG00000249025	ZNF519P4	ENST00000514008
ENSG00000272885	ENSG00000272885	ENST00000609771
ENSG00000251595	ABCA11P	ENST00000504019
ENSG00000182903	ZNF721	ENST00000511833
ENSG00000174227	PIGG	ENST00000453061
ENSG00000273238	TMEM271	ENST00000610212
ENSG00000283183	ENSG00000283183	ENST00000665587
ENSG00000133256	PDE6B	ENST00000496514
ENSG00000242686	PDE6B-AS1	ENST00000468356
ENSG00000272927	ENSG00000272927	ENST00000609172
ENSG00000169020	ATP5ME	ENST00000304312
ENSG00000215375	MYL5	ENST00000400159
ENSG00000169026	SLC49A3	ENST00000322224
ENSG00000185619	PCGF3	ENST00000362003
ENSG00000248416	ENSG00000248416	ENST00000502923
ENSG00000272588	ENSG00000272588	ENST00000607877
ENSG00000249592	ENSG00000249592	ENST00000660016
ENSG00000233799	ENSG00000233799	ENST00000454037
ENSG00000168993	CPLX1	ENST00000304062
ENSG00000260262	ENSG00000260262	ENST00000568585
ENSG00000286205	ENSG00000286205	ENST00000651141
ENSG00000178950	GAK	ENST00000314167
ENSG00000127419	TMEM175	ENST00000264771
ENSG00000145214	DGKQ	ENST00000273814
ENSG00000145217	SLC26A1	ENST00000398516
ENSG00000127415	IDUA	ENST00000514224
ENSG00000127418	FGFRL1	ENST00000510644
ENSG00000250259	ENSG00000250259	ENST00000503095
ENSG00000178222	RNF212	ENST00000433731
ENSG00000251639	ENSG00000251639	ENST00000513176
ENSG00000251652	ENSG00000251652	ENST00000504969
ENSG00000215367	TMED11P	ENST00000479478
ENSG00000212458	ENSG00000212458	ENST00000391156
ENSG00000227189	ENSG00000227189	ENST00000417557
ENSG00000159674	SPON2	ENST00000290902
ENSG00000273179	ENSG00000273179	ENST00000609548
ENSG00000280927	CTBP1-AS	ENST00000625256
ENSG00000159692	CTBP1	ENST00000382952
ENSG00000196810	CTBP1-DT	ENST00000578730
ENSG00000090316	MAEA	ENST00000303400
ENSG00000163945	UVSSA	ENST00000389851
ENSG00000254094	ENSG00000254094	ENST00000504748
ENSG00000253399	ENSG00000253399	ENST00000515842
ENSG00000235608	NKX1-1	ENST00000422806
ENSG00000272783	ENSG00000272783	ENST00000608161
ENSG00000244459	ENSG00000244459	ENST00000466692
ENSG00000174137	FAM53A	ENST00000308132
ENSG00000207009	Y_RNA	ENST00000384282
ENSG00000163950	SLBP	ENST00000489418
ENSG00000013810	TACC3	ENST00000313288
ENSG00000168936	TMEM129	ENST00000382936
ENSG00000068078	FGFR3	ENST00000440486
ENSG00000168924	LETM1	ENST00000302787
ENSG00000109685	NSD2	ENST00000508803
ENSG00000249784	SCARNA22	ENST00000503991
ENSG00000185049	NELFA	ENST00000382882
ENSG00000284587	MIR943	ENST00000401286
ENSG00000243449	C4orf48	ENST00000409248
ENSG00000185818	NAT8L	ENST00000423729
ENSG00000130997	POLN	ENST00000511885
ENSG00000214367	HAUS3	ENST00000443786
ENSG00000249006	ENSG00000249006	ENST00000503377
ENSG00000250623	ENSG00000250623	ENST00000502636
ENSG00000249047	COX6B1P5	ENST00000509843
ENSG00000123933	MXD4	ENST00000337190
ENSG00000284276	MIR4800	ENST00000537353
ENSG00000159733	ZFYVE28	ENST00000290974
ENSG00000251148	ENSG00000251148	ENST00000510632
ENSG00000239247	RN7SL589P	ENST00000481268
ENSG00000249077	ENSG00000249077	ENST00000506116
ENSG00000206113	CFAP99	ENST00000635017
ENSG00000063978	RNF4	ENST00000314289
ENSG00000248399	ENSG00000248399	ENST00000502641
ENSG00000251229	ENSG00000251229	ENST00000508865
ENSG00000125386	FAM193A	ENST00000637812
ENSG00000248155	ENSG00000248155	ENST00000511554
ENSG00000206738	Y_RNA	ENST00000384011
ENSG00000168884	TNIP2	ENST00000315423
ENSG00000087266	SH3BP2	ENST00000503393
ENSG00000087274	ADD1	ENST00000683351
ENSG00000287099	ENSG00000287099	ENST00000664060
ENSG00000109736	MFSD10	ENST00000355443
ENSG00000249673	NOP14-AS1	ENST00000503709
ENSG00000087269	NOP14	ENST00000416614
ENSG00000125388	GRK4	ENST00000398052
ENSG00000197386	HTT	ENST00000355072
ENSG00000199335	RNU6-204P	ENST00000362465
ENSG00000251075	HTT-AS	ENST00000664062
ENSG00000278778	ENSG00000278778	ENST00000612914
ENSG00000274693	ENSG00000274693	ENST00000621529
ENSG00000188981	MSANTD1	ENST00000438480
ENSG00000159788	RGS12	ENST00000336727
ENSG00000248840	ENSG00000248840	ENST00000510094
